Ligand,Docking Score from Ensemble Docking (kcal/mol),Standard Deviation,SMILES,Docking Score from AutoGrow4 (kcal/mol),Molecular Weight,QED,Name,Origins,
ligand_23,-7.21313,0.377564,Cc1cc[nH+]n1[C@@]12CCCC[C@@H]1CC[C@H]([NH2+]C(=O)C[C@H]1OC(=O)c3ccccc31)C2,-9.3,333.069979,0.776,(Gen_4_Mutant_21_167412+Gen_3_Cross_595751)Gen_5_Cross_89665,Gen_5_Cross_89665,Gen_5_Cross_89665__1
ligand_24,-7.12727,0.587035,C=c1ccc2c(c1)C[C@](C)(C(=O)/N=C(/O)OCc1ccccc1C(=O)[C@@H]1CCOC1)OC=2C#N,-9.3,308.698361,0.676,(Gen_4_Cross_916837)Gen_5_Mutant_7_465619,Gen_5_Mutant_7_465619,Gen_5_Mutant_7_465619__4
ligand_25,-7.36061,0.542873,Cc1ccc2c(c1)C[C@@](C)(C(=O)N[C@H]1CCC[C@@]3(n4[nH+]ccc4C)CCCC[C@@H]13)OC2=O,-9.3,332.359846,0.733,(Gen_3_Cross_396862+Gen_2_Cross_167400)Gen_4_Cross_822215,Gen_4_Cross_822215,Gen_4_Cross_822215__1
ligand_26,-7.27778,0.415983,C=C1CCC[C@H]2C[C@H](/C(O)=N\c3ccc(-n4cn[nH+]n4)c4ccccc34)OC(=O)[C@H]12,-9.3,300.116528,0.675,(Gen_1_Cross_502720+Gen_1_Cross_211028)Gen_2_Cross_268593,Gen_2_Cross_268593,Gen_2_Cross_268593__5
ligand_27,-7.20404,0.460329,C=c1ccc2c(c1)C[C@](C)(C(=O)NC(=O)OCc1ccccc1Cl)OC=2O,-9.3,302.687457,0.814,(Gen_2_Cross_725510+Gen_2_Cross_64822)Gen_3_Cross_436962,Gen_3_Cross_436962,Gen_3_Cross_436962__2
ligand_28,-6.99394,0.42279,C[C@@]1(/C(O)=N\[C@H]2CCC[C@@]3(n4c[nH+]n[nH+]4)CCCC[C@@H]23)Cc2ccccc2C(=O)O1,-9.2,357.072865,0.782,(Gen_4_Cross_544215+Gen_4_Cross_633323)Gen_5_Cross_743383,Gen_5_Cross_743383,Gen_5_Cross_743383__5
ligand_29,-7.10505,0.479978,O=C1O[C@H](C/C([O-])=N\[C@H]2CCC[C@]3(n4cn[nH+]n4)CCCC[C@@H]23)c2ccccc21,-9.2,336.346882,0.799,(Gen_4_Mutant_21_613049+Gen_3_Cross_595751)Gen_5_Cross_459020,Gen_5_Cross_459020,Gen_5_Cross_459020__5
ligand_30,-7.07576,0.370937,C[C@@]1(/C(O)=N\[C@H]2CCC[C@@]3(n4c[nH+]n[nH+]4)CCCC[C@@H]23)Cc2ccccc2C(=O)O1,-9.2,357.072865,0.782,(Gen_3_Cross_652388+Gen_2_Cross_405063)Gen_5_Cross_146711,Gen_5_Cross_146711,Gen_5_Cross_146711__5
ligand_31,-6.75253,0.488317,C[C@@]1(C(=O)[N-][C@H]2CCC[C@]3(n4c[nH+]nn4)CCCC[C@@H]23)Cc2ccccc2C(=O)O1,-9.2,352.319592,0.782,(Gen_3_Cross_147287+Gen_4_Cross_633323)Gen_5_Cross_745479,Gen_5_Cross_745479,Gen_5_Cross_745479__1
ligand_32,-7.23131,0.465072,C[C@]1(/C(O)=N\[C@H]2CCC[C@]3(n4c[nH+]n[nH+]4)CCCC[C@@H]23)Cc2ccccc2C(=O)O1,-9.2,357.072865,0.782,(Gen_4_Mutant_24_395945+Gen_4_Cross_633323)Gen_5_Cross_556969,Gen_5_Cross_556969,Gen_5_Cross_556969__4
ligand_33,-7.3899,0.541322,C=c1ccc2c(c1)C[C@](C)(C(=O)/N=C(/O)OCc1ccccc1C(=O)[C@@H]1CCOC1)OC=2C#N,-9.1,308.698361,0.676,(Gen_3_Cross_15528+Gen_3_Mutant_7_127715)Gen_5_Cross_435760,Gen_5_Cross_435760,Gen_5_Cross_435760__4
ligand_34,-7.14848,0.51686,Cc1cc[nH+]n1[C@@]12CCCC[C@@H]1CC[C@@H](N/C(O)=C/[C@H]1OC(=O)c3ccccc31)C2,-9.1,332.528187,0.776,(Gen_3_Cross_595751+Gen_4_Cross_345516)Gen_5_Cross_600578,Gen_5_Cross_600578,Gen_5_Cross_600578__2
ligand_35,-7.41818,0.475536,C=c1ccc2c(c1)[C@H](CC(=O)[NH2+][C@H]1CC[C@H]3CCCC[C@@]3(n3nccc3C)C1)OC=2O,-9.1,285.64547,0.745,(Gen_4_Mutant_79_379841+Gen_3_Cross_595751)Gen_5_Cross_559440,Gen_5_Cross_559440,Gen_5_Cross_559440__1
ligand_36,-6.89394,0.475632,C[C@@]1(/C(O)=N\[C@H]2CCC[C@@]3(n4cnn[nH+]4)CCCC[C@@H]23)Cc2ccccc2C(=O)O1,-9.1,359.647721,0.782,(Gen_4_Cross_143931+Gen_2_Cross_405063)Gen_5_Cross_569443,Gen_5_Cross_569443,Gen_5_Cross_569443__5
ligand_37,-6.97374,0.493715,C[C@@]1(C(=O)N[C@@H]2CCC[C@]3(n4cnnn4)CCCC[C@H]23)Cc2ccccc2C(=O)O1,-9,350.041246,0.782,(Gen_4_Cross_633323+Gen_4_Cross_737291)Gen_5_Cross_597061,Gen_5_Cross_597061,Gen_5_Cross_597061__1
ligand_38,-7.71818,0.415936,CC1=CCC[C@@H]2C[C@@H]([C@H]3NCCc4ccc(-c5ccc(C#N)cc5C)cc43)OC(=O)[C@H]12,-9,303.21926,0.693,(Gen_4_Cross_66320+Gen_3_Cross_433148)Gen_5_Cross_350519,Gen_5_Cross_350519,Gen_5_Cross_350519__1
ligand_39,-7.01111,0.355303,C[C@]1(/C(O)=N\[C@@H]2CC[C@H]3CCCC[C@@H]3C2)Cc2ccccc2C(=O)O1,-8.9,358.943938,0.836,(Gen_4_Cross_633323+Gen_4_Cross_314203)Gen_5_Cross_739356,Gen_5_Cross_739356,Gen_5_Cross_739356__5
ligand_40,-7.05556,0.518199,C[C@]1(/C(O)=N\[C@H]2CCC[C@]3(n4c[nH+]n[nH+]4)CCCC[C@@H]23)Cc2ccccc2C(=O)O1,-8.9,357.072865,0.782,(Gen_4_Cross_202906+Gen_2_Cross_405063)Gen_5_Cross_134798,Gen_5_Cross_134798,Gen_5_Cross_134798__3
ligand_41,-7.39394,0.381602,[H]/N=C1\C/C(=N\c2cc(-n3[nH+]ccc3C)cc3ccccc23)N=C2C=CN=C21,-8.9,263.30635,0.737,(Gen_4_Cross_494663+Gen_4_Cross_961587)Gen_5_Cross_455325,Gen_5_Cross_455325,Gen_5_Cross_455325__2
ligand_42,-7.04141,0.513457,Cc1cc[nH+]n1[C@@]12CCCC[C@@H]1CC[C@H](/[NH+]=C(\O)C[C@@H]1OC(=O)c3ccccc31)C2,-8.6,329.833408,0.776,(Gen_3_Cross_595751+Gen_2_Mutant_26_707719)Gen_5_Cross_491939,Gen_5_Cross_491939,Gen_5_Cross_491939__4
ligand_43,-7.05758,0.462774,Cc1ccnn1-c1cccc([N-]C(=O)[C@]2(C)Cc3ccccc3C(=O)O2)c1,-8.6,334.923687,0.727,(Gen_3_Cross_396862+Gen_3_Cross_142191)Gen_5_Cross_922930,Gen_5_Cross_922930,Gen_5_Cross_922930__2
ligand_44,-7.04949,0.352014,NC(=O)c1cccc([C@@H](O)[C@H]2Cc3ccccc3C(=O)O2)c1,-8.6,335.153386,0.842,(Gen_4_Cross_995563+Gen_2_Mutant_31_563515)Gen_5_Cross_844421,Gen_5_Cross_844421,Gen_5_Cross_844421__1
ligand_45,-6.8697,0.409349,C=C1CC[C@@H]2C[C@H](n3[nH+]ccc3C)C[C@@H](Nc3cccn4n[nH+]nc34)[C@@H]2C1,-8.6,250.387125,0.722,(Gen_4_Cross_833893+Gen_4_Cross_948253)Gen_5_Cross_342269,Gen_5_Cross_342269,Gen_5_Cross_342269__1
ligand_46,-6.97576,0.334571,C=C1CC[C@H]2C[C@H](n3[nH+]ccc3C)C[C@@H](Nc3cccn4nnnc34)[C@@H]2C1,-8.6,249.915227,0.722,(Gen_3_Cross_886394+Gen_4_Cross_833893)Gen_5_Cross_141128,Gen_5_Cross_141128,Gen_5_Cross_141128__4
ligand_47,-7.46364,0.391695,C[C@@H]1CC[C@@H]2C(=O)O[C@@](C)(C(=O)Nc3cccc(-n4cnnn4)c3)C[C@@H]2C1,-8.5,293.364131,0.834,(Gen_3_Cross_812115+Gen_4_Cross_32674)Gen_5_Cross_837276,Gen_5_Cross_837276,Gen_5_Cross_837276__3
ligand_48,-7.10909,0.436952,Cc1cc[nH+]n1[C@H]1C[C@H](Nc2cccn3n[nH+]nc23)[C@@]2(Cl)C=CC=C[C@]2(C)C1,-8.4,241.500608,0.686,(Gen_4_Cross_428794+Gen_4_Cross_833893)Gen_5_Cross_754452,Gen_5_Cross_754452,Gen_5_Cross_754452__5
ligand_49,-7.71616,0.48382,c1cc(N[C@@H]2CCC[C@]3(n4c[nH+]nn4)CCCC[C@H]23)c2[nH+]nnn2c1,-8.3,233.891443,0.774,(Gen_4_Cross_154263+Gen_4_Cross_384486)Gen_5_Cross_188440,Gen_5_Cross_188440,Gen_5_Cross_188440__3
ligand_50,-6.60505,0.343592,C[C@@H]1CCN(C(=O)CCF)N1c1cc(Nc2cccn3n[nH+]nc23)ccccccc1,-8.3,265.702787,0.677,(Gen_4_Mutant_23_956204+Gen_3_Cross_56119)Gen_5_Cross_809382,Gen_5_Cross_809382,Gen_5_Cross_809382__1
ligand_51,-6.98384,0.370287,c1cc(N[C@@H]2CCC[C@]3(n4c[nH+]n[nH+]4)CCCC[C@H]23)c2nnnn2c1,-8.2,238.696555,0.774,(Gen_4_Mutant_18_49640+Gen_3_Cross_921311)Gen_5_Cross_683194,Gen_5_Cross_683194,Gen_5_Cross_683194__4
