Ligand,Docking Score from Ensemble Docking (kcal/mol),Standard Deviation,SMILES,Docking Score from AutoGrow4 (kcal/mol),Molecular Weight,QED,Name,Origins,
ligand_42,-7.14747,0.478285,CC1=C[C@@H](C)C[C@@H]2C[C@@](C)(C(=O)[N-][C@H]3CCC[C@]4(n5cn[nH+]n5)CCCC[C@H]34)OC(=O)[C@H]12,-9.4,247.0155054,0.723,(Gen_3_Cross_391885+Gen_4_Cross_687040)Gen_5_Cross_571479,Gen_5_Cross_571479,Gen_5_Cross_571479__4
ligand_43,-7.49596,0.53634,Cc1cc[nH+]n1[C@H]1CC[C@H]([N-]C(=O)[C@]2(C)Cc3ccccc3C(=O)O2)[C@@]2(C#N)CCCC[C@@H]12,-9.4,366.4998722,0.722,(Gen_2_Cross_699664)Gen_4_Mutant_21_966738,Gen_4_Mutant_21_966738,Gen_4_Mutant_21_966738__2
ligand_44,-7.45657,0.442254,C=C1CCC[C@@H]2C[C@H](C(=O)Nc3cc(-n4cnn[nH+]4)cc4ccccc34)OC(=O)[C@H]12,-9.4,325.8257933,0.675,(Gen_3_Cross_804859+Gen_1_Mutant_37_206503)Gen_4_Cross_299379,Gen_4_Cross_299379,Gen_4_Cross_299379__3
ligand_45,-7.30909,0.406287,Cc1cc[nH+]n1[C@@H]1CC[C@@H](NC(=O)[C@]2(C)Cc3ccccc3C(=O)O2)[C@@]2(C#N)CCCC[C@@H]12,-9.4,364.3868104,0.722,(Gen_3_Mutant_21_286299+Gen_2_Cross_131621)Gen_4_Cross_827923,Gen_4_Cross_827923,Gen_4_Cross_827923__2
ligand_49,-7.61212,0.448178,Cc1cc[nH+]n1[C@H]1CC[C@H](/N=C(/O)[C@]2(C)Cc3ccccc3C(=O)O2)[C@@]2(C#N)CCCC[C@@H]12,-9.4,369.65689,0.722,(Gen_2_Cross_699664)Gen_3_Mutant_21_286299,Gen_3_Mutant_21_286299,Gen_3_Mutant_21_286299__4
ligand_51,-7.48687,0.485267,C=C1CCC[C@@H]2C[C@@H](/C(O)=N/c3cc(-n4c[nH+]n[nH+]4)cc4ccccc34)OC(=O)[C@@H]12,-9.4,324.6956422,0.675,(Gen_3_Cross_216075+Gen_2_Cross_530431)Gen_4_Cross_516138,Gen_4_Cross_516138,Gen_4_Cross_516138__3
ligand_53,-7.31111,0.407973,CC(=O)N1CCc2ccc(C/N=C(\O)[C@H]3C[C@@H](O)C3)cc2[C@@H]1[C@]1(C)Cc2ccccc2C(=O)O1,-9.3,346.3434449,0.681,(Gen_2_Cross_76402+ZINC000104147061)Gen_5_Mutant_26_893983,Gen_5_Mutant_26_893983,Gen_5_Mutant_26_893983__5
ligand_63,-7.28081,0.403689,O=C1O[C@@H](/C=C\[N@@H+]2C[C@H]([C@H]3CCC[C@H]3O)[N@@H+](/C([O-])=C3\[C@H]4C[C@@H]5[C@H](C4)[C@H]35)N2)c2ccccc21,-9.3,316.9215788,0.707,(Gen_4_Cross_51169+Gen_4_Mutant_7_819313)Gen_5_Cross_299774,Gen_5_Cross_299774,Gen_5_Cross_299774__4
ligand_54,-7.46263,0.437067,Cc1cc[nH+]n1[C@]12CCCC[C@H]1[C@@H](/N=C(/O)C[C@H]1OC(=O)c3ccccc31)CCC2,-9.3,356.5032374,0.776,(Gen_2_Mutant_74_438751+Gen_2_Cross_131621)Gen_3_Cross_562893,Gen_3_Cross_562893,Gen_3_Cross_562893__5
ligand_56,-7.45354,0.423385,C[C@@]12CCCC[C@H]1C(=O)O[C@H](C(=O)Nc1cc(-n3cnn[nH+]3)cc3ccccc13)C2,-9.2,321.4800246,0.672,(Gen_3_Cross_790791+Gen_4_Mutant_3_599158)Gen_5_Cross_155350,Gen_5_Cross_155350,Gen_5_Cross_155350__3
ligand_57,-7.83333,0.362093,C=C1CCC[C@@H]2C[C@@H](C(=O)Nc3cc(-n4c[nH+]n[nH+]4)cc4ccccc34)OC(=O)[C@@H]12,-9.2,322.852577,0.675,(Gen_3_Cross_804859+Gen_3_Mutant_70_974092)Gen_5_Cross_188259,Gen_5_Cross_188259,Gen_5_Cross_188259__5
ligand_58,-7.74949,0.395779,CC1=C[C@@H](C)C[C@H]2C[C@](C)(C(=O)[N-]c3cc(-n4[nH+]ccc4C)ccc3Cl)OC(=O)[C@@H]12,-9.1,312.7256778,0.711,(Gen_2_Cross_443779+Gen_4_Cross_78745)Gen_5_Cross_28682,Gen_5_Cross_28682,Gen_5_Cross_28682__4
ligand_59,-7.42323,0.434108,O=C1O[C@H](/C=C\[N@H+]2C[C@H]([C@H]3CCC[C@H]3O)[N@H+](/C([O-])=C3\[C@H]4C[C@@H]5[C@H](C4)[C@H]35)N2)c2ccccc21,-9.1,316.9215788,0.707,(Gen_4_Mutant_7_673466+Gen_4_Cross_51169)Gen_5_Cross_276844,Gen_5_Cross_276844,Gen_5_Cross_276844__4
ligand_60,-7.65758,0.511107,C[C@]1(/C(O)=N/[C@@H]2CCC[C@]3(n4c[nH+]n[nH+]4)CCCC[C@@H]23)Cc2ccccc2C(=O)O1,-9,373.6264696,0.782,(Gen_3_Mutant_7_725975+Gen_4_Cross_172862)Gen_5_Cross_241850,Gen_5_Cross_241850,Gen_5_Cross_241850__3
ligand_61,-7.48788,0.374239,C[C@@]1(C(=O)N[C@H]2CCC[C@]3(n4cnn[nH+]4)CCCC[C@H]23)Cc2ccccc2C(=O)O1,-9,368.8976439,0.782,(Gen_3_Cross_507916+Gen_3_Cross_773836)Gen_5_Cross_348190,Gen_5_Cross_348190,Gen_5_Cross_348190__1
ligand_62,-7.3596,0.450122,O=C1O[C@@H](/C(O)=N/[C@H]2CCC[C@]3(n4c[nH+]n[nH+]4)CCCC[C@@H]23)Cc2ccccc21,-9,357.8568296,0.798,(Gen_1_Cross_531271+Gen_3_Mutant_26_482752)Gen_5_Cross_923390,Gen_5_Cross_923390,Gen_5_Cross_923390__1
ligand_64,-7.26465,0.64859,Cc1cc[nH+]n1[C@H]1CC[C@H](/N=C(\O)[C@]2(C)Cc3ccccc3C(=O)O2)[C@@]2(C#N)CCCC[C@@H]12,-8.9,369.65689,0.722,(Gen_2_Cross_699664)Gen_5_Mutant_21_527596,Gen_5_Mutant_21_527596,Gen_5_Mutant_21_527596__5
ligand_67,-7.43636,0.394522,O=C1O[C@@H](/C(O)=N\[C@@H]2CCC[C@@]3(n4c[nH+]nn4)CCCC[C@@H]23)Cc2ccccc21,-8.8,362.8923112,0.798,(Gen_1_Cross_531271+Gen_4_Cross_321229)Gen_5_Cross_852082,Gen_5_Cross_852082,Gen_5_Cross_852082__5
ligand_68,-7.36667,0.370367,Cc1cc[nH+]n1-c1ccc(Cl)c([N-]C(=O)[C@@]2(C)Cc3ccccc3C(=O)O2)c1,-8.8,344.0293424,0.681,(Gen_2_Cross_443779+Gen_4_Mutant_18_849954)Gen_5_Cross_977661,Gen_5_Cross_977661,Gen_5_Cross_977661__4
ligand_69,-7.49192,0.424187,C[C@@]1([C@@H]2NCCc3ccc(CNC(=O)[C@H]4C[C@@H](C#N)C4)cc32)Cc2ccccc2C(=O)O1,-8.8,340.355793,0.729,(Gen_4_Mutant_7_99374+Gen_4_Cross_350405)Gen_5_Cross_225926,Gen_5_Cross_225926,Gen_5_Cross_225926__3
ligand_72,-7.49293,0.363277,C[C@]1(/C(O)=N/[C@H]2CCC[C@]3(n4c[nH+]n[nH+]4)CCCC[C@H]23)Cc2ccccc2C(=O)O1,-8.6,373.6264696,0.782,(Gen_4_Mutant_63_904816+Gen_3_Cross_391885)Gen_5_Cross_742220,Gen_5_Cross_742220,Gen_5_Cross_742220__3
ligand_76,-7.17475,0.386474,C[C@]1(C(=O)Nc2c(Cl)ccc3c2CCCC3)Cc2ccccc2C(=O)O1,-8.4,365.4440627,0.801,(Gen_3_Cross_151397+Gen_3_Mutant_26_269337)Gen_5_Cross_558882,Gen_5_Cross_558882,Gen_5_Cross_558882__1
ligand_77,-7.21818,0.329788,Cc1cc[nH+]n1-c1ccc(Cl)c([N-]C(=O)[C@@]2(C)C[C@H]3CCCC[C@@H]3C(=O)O2)c1,-8.4,321.5059377,0.779,(Gen_4_Cross_258500+Gen_2_Cross_443779)Gen_5_Cross_745892,Gen_5_Cross_745892,Gen_5_Cross_745892__3
ligand_79,-7.22121,0.297217,C[C@@]12CCCC[C@@H]1C[C@H](n1c[nH+]n[nH+]1)C[C@H]2Nc1cc(F)c(F)c(F)c1,-8.1,253.1652225,0.832,(Gen_4_Cross_125895+Gen_4_Mutant_52_857556)Gen_5_Cross_511773,Gen_5_Cross_511773,Gen_5_Cross_511773__5
